00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-43,-100,-100,-100,-100,-67,-94,-67,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-89,-100,-91,-100,-89,-100,-100,-100,-100,-70,-100,-71,-89,-100,-100,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-91,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100
00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-43,-100,-100,-100,-100,-67,-94,-67,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-89,-100,-91,-100,-89,-100,-100,-100,-100,-70,-100,-71,-89,-100,-100,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-91,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100
00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-46,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-69,-89,-100,-100,-86,-100,-100,-100,-100,-100,-87,-100,-100,-100,-82,-100,-100,-91,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100
00,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-46,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-69,-89,-100,-100,-86,-100,-100,-100,-100,-100,-87,-100,-100,-100,-82,-100,-100,-91,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100
01,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-44,-100,-100,-93,-100,-63,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-90,-90,-100,-91,-100,-89,-100,-100,-100,-100,-75,-100,-76,-100,-100,-100,-92,-100,-100,-100,-100,-100,-87,-100,-100,-100,-90,-100,-100,-100,-100,-100,-67,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-87,-100,-100,-100,-100
01,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-44,-100,-100,-93,-100,-63,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-90,-90,-100,-91,-100,-89,-100,-100,-100,-100,-75,-100,-76,-100,-100,-100,-92,-100,-100,-100,-100,-100,-87,-100,-100,-100,-90,-100,-100,-100,-100,-100,-67,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-87,-100,-100,-100,-100
01,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-44,-100,-100,-93,-100,-63,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-90,-90,-100,-91,-100,-89,-100,-100,-100,-100,-75,-100,-76,-100,-100,-100,-92,-100,-100,-100,-100,-100,-87,-100,-100,-100,-90,-100,-100,-100,-100,-100,-67,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-87,-100,-100,-100,-100
01,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-46,-100,-100,-100,-100,-63,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-90,-89,-100,-91,-100,-89,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-89,-100,-100,-100,-100,-100,-67,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-88,-100,-100,-100,-100
02,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-37,-38,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-90,-90,-100,-100,-100,-85,-100,-100,-100,-100,-67,-100,-68,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-87,-100,-100,-100,-100
02,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-38,-38,-100,-100,-91,-100,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-94,-90,-90,-100,-100,-100,-85,-100,-100,-100,-100,-67,-100,-68,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-87,-100,-100,-100,-100
02,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-38,-38,-100,-100,-91,-100,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-94,-90,-90,-100,-100,-100,-85,-100,-100,-100,-100,-67,-100,-68,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-87,-100,-100,-100,-100
02,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-39,-40,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-90,-90,-100,-100,-100,-85,-100,-100,-100,-100,-67,-100,-70,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-87,-100,-100,-100,-100
