00,-100,-100,-100,-100,-100,-75,-74,-44,-44,-100,-100,-100,-100,-78,-72,-100,-100,-78,-100,-100,-39,-38,-100,-100,-100,-100,-100,-100,-68,-64,-100,-67,-100,-100,-100,-100,-100,-78,-100,-100,-100,-75,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-65,-100,-66,-100,-100,-100,-100,-100,-92,-100,-100,-93,-69,-100,-100,-85,-100,-100,-100,-100,-83,-100,-100,-100,-100
00,-100,-100,-100,-100,-100,-79,-77,-42,-42,-100,-100,-100,-100,-81,-67,-100,-100,-82,-100,-100,-39,-38,-100,-100,-100,-100,-100,-100,-67,-67,-100,-67,-100,-100,-100,-100,-100,-80,-100,-100,-100,-68,-85,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-88,-74,-73,-100,-100,-100,-72,-68,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-65,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-85,-100,-100,-100,-100,-88,-100,-100,-100,-100
00,-100,-100,-100,-100,-100,-79,-77,-42,-42,-100,-100,-100,-100,-81,-67,-100,-100,-82,-100,-100,-39,-38,-100,-100,-100,-100,-100,-100,-67,-67,-100,-67,-100,-100,-100,-100,-100,-80,-100,-100,-100,-68,-85,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-88,-74,-73,-100,-100,-100,-72,-68,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-65,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-85,-100,-100,-100,-100,-88,-100,-100,-100,-100
00,-100,-100,-100,-100,-100,-70,-70,-41,-42,-100,-100,-100,-100,-80,-69,-100,-100,-81,-100,-100,-47,-46,-100,-100,-100,-100,-100,-100,-69,-69,-100,-72,-100,-100,-100,-100,-100,-80,-100,-100,-88,-67,-85,-88,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-88,-74,-73,-100,-100,-100,-72,-66,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-85,-100,-100,-100,-100,-88,-100,-100,-100,-100
01,-100,-100,-100,-100,-100,-73,-74,-42,-41,-100,-100,-100,-100,-80,-69,-100,-100,-80,-100,-100,-53,-54,-100,-100,-100,-100,-100,-100,-67,-58,-100,-58,-100,-100,-100,-100,-100,-83,-100,-100,-100,-75,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-75,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-65,-100,-67,-100,-100,-100,-100,-100,-100,-84,-75,-100,-72,-100,-100,-90,-100,-100,-79,-100,-79,-100,-100,-100,-100
01,-100,-100,-100,-100,-100,-73,-74,-41,-42,-100,-100,-100,-100,-79,-69,-100,-100,-80,-100,-100,-53,-54,-100,-100,-100,-100,-100,-100,-65,-59,-100,-59,-100,-100,-100,-100,-100,-75,-100,-100,-100,-66,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-75,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-64,-100,-65,-100,-100,-100,-100,-100,-92,-84,-75,-93,-73,-100,-100,-86,-100,-100,-80,-100,-79,-100,-100,-100,-100
01,-100,-100,-100,-100,-100,-78,-78,-40,-40,-100,-100,-100,-100,-79,-70,-100,-100,-78,-100,-100,-47,-46,-100,-100,-100,-100,-100,-100,-63,-60,-100,-59,-100,-100,-100,-100,-100,-78,-100,-100,-100,-67,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-75,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-60,-100,-66,-100,-100,-100,-100,-100,-92,-80,-75,-93,-69,-100,-100,-86,-100,-100,-100,-100,-79,-100,-100,-100,-100
01,-100,-100,-100,-100,-100,-78,-78,-42,-42,-100,-100,-100,-100,-79,-70,-100,-100,-78,-100,-100,-47,-46,-100,-100,-100,-100,-100,-100,-63,-60,-100,-59,-100,-100,-100,-100,-100,-78,-100,-100,-100,-67,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-75,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-60,-100,-66,-100,-100,-100,-100,-100,-92,-80,-75,-93,-69,-100,-100,-86,-100,-100,-100,-100,-79,-100,-100,-100,-100
02,-100,-100,-100,-100,-100,-69,-70,-43,-42,-100,-100,-100,-100,-76,-67,-100,-100,-76,-100,-100,-100,-36,-100,-100,-100,-100,-100,-100,-68,-56,-100,-57,-100,-100,-100,-100,-100,-77,-100,-100,-100,-69,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-65,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-83,-100,-100,-78,-100,-77,-100,-100,-100,-100
02,-100,-100,-100,-100,-100,-69,-70,-43,-42,-100,-100,-100,-100,-76,-67,-100,-100,-76,-100,-100,-100,-36,-100,-100,-100,-100,-100,-100,-68,-56,-100,-57,-100,-100,-100,-100,-100,-77,-100,-100,-100,-69,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-65,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-83,-100,-100,-78,-100,-77,-100,-100,-100,-100
